OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage
50067,2,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN
50067,3,VEGETABLES,Leeks,1-2 weeks,,REFRIGERATED
50067,4,SHELF_ITEM,"Popcorn, dry kernels in jar",1 year,opened,SHELF
50067,5,SHELLFISH,"Crab meat, fresh",1-2 days,,REFRIGERATED
50067,6,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED
50067,7,BAKERY,"Pies, fruit",8 months,,FROZEN
50067,8,DIARY,"Cheese, soft (such as Brie, Bel Paese)",1 week,,REFRIGERATED
50067,9,VEGETABLES,Ginger Root,1-2 days,,SHELF
50067,10,PROCESSED_MEAT,"Ham, fully cooked, slices or half",1-2 months,,FROZEN
50067,11,FROZEN_ITEM,"Topping, whipped",2 weeks,,THAWED
50067,12,BAKING,"Flour, whole wheat",1 month,unopened,SHELF
50067,13,SMOKEDFISH,"Salmon, whitefish, hot smoked",14 days,,REFRIGERATED
50067,14,DIARY,"Aerosol can, nondairy topping",,Do not freeze,FROZEN
50067,15,SHELF_ITEM,"Mushrooms, dried",6 months,unopened,SHELF
50067,16,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 months,unopened,SHELF
50067,17,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",3-4 days,,REFRIGERATED
50068,1,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50068,2,FROZEN_ITEM,Tempeh,12 months,,FROZEN
50068,3,FRESH_MEAT,"Beef, lamb, pork or veal chops, steaks,roasts",4-12 months,,FROZEN
50068,4,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED
50068,5,VEGETABLES,Corn on the cob,8 months,,FROZEN
50068,6,SHELF_ITEM,"Marshmallows, marshmallow creme",2-4 months,unopened,SHELF
50068,7,PROCESSED_MEAT,"Lunch meats, after opening",3-5 days,,REFRIGERATED
50068,8,CONDIMENTS,"Olives, black and green",2 weeks,opened,REFRIGERATED
50068,9,BAKING,Biscuit or pancake mix,15 months,unopened,SHELF
50068,10,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN
50068,11,DIARY,"Cheese, processed slices",,Do not freeze,FROZEN
50068,12,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED
50068,13,VEGETABLES,"Carrots, parsnips",3 weeks,,REFRIGERATED
50068,14,BAKING,Baking soda,18 months,unopened,SHELF
50069,1,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN
50069,2,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",Use-by date,,REFRIGERATED
50069,3,SHELF_ITEM,"Coffee, instant, jars and tins",12 months,unopened,SHELF
50069,4,BAKERY,"Pies, pumpkin",3-4 days,,REFRIGERATED
50069,5,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",4 months,,FROZEN
50069,6,VEGETABLES,Leeks,1-2 weeks,,REFRIGERATED
50069,7,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED
50069,8,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",2-5 years,unopened,SHELF
50069,9,BAKERY,"Bread, commercial*",2-4 days,,SHELF
50069,10,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED
50069,11,PROCESSED_POULTRY,"Chicken nuggets, patties",1-3 months,,FROZEN
50069,12,SHELF_ITEM,"Bacon Bits, Imitation",refer to jar,opened,REFRIGERATED
50069,13,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED
50069,14,BAKERY,Cheesecake,2-3 months,,FROZEN
50069,15,DIARY,"Eggs, raw whites, yolks*",12 months,,FROZEN
50070,1,VEGETABLES,"Onions, Spring or green",1-2 weeks,,REFRIGERATED
50070,2,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED
50070,3,SHELLFISH,Lobster tails,1-2 days,,REFRIGERATED
50070,4,BAKING,Baking soda,6 months,opened,SHELF
50070,5,SHELF_ITEM,"Sugar, granulated",2 years,,SHELF
50070,6,FISH,Surimi seafood,9 months,,FROZEN
50070,7,FRUIT,"Pears, Plums",3-4 days,,REFRIGERATED
50070,8,FRUIT,Apples,1-2 days,,SHELF
50070,9,FISH,"Cooked fish, all",1-2 months,,FROZEN
50070,10,FRUIT,"Peaches, nectarines",Until ripe,,SHELF
50070,11,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50070,12,VEGETABLES,Okra,2-3 days,,REFRIGERATED
50070,13,BAKERY,"Eclairs, dairy cream filled",3-4 days,,REFRIGERATED
50070,14,SHELF_ITEM,"Peanut butter, commercial",2-3 months,opened,SHELF
50070,15,DIARY,Pudding,,Do not freeze,FROZEN
50070,16,BAKERY,"Cookies, bakery or homemade",2 months,,REFRIGERATED
50071,1,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN
50071,2,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED
50071,3,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN
50071,4,DIARY,Pudding,2 days,opened,REFRIGERATED
50071,5,DIARY,Butter,1-3 months,,REFRIGERATED
50071,6,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED
50071,7,SHELF_ITEM,"Oils, vegetable oil sprays",1 year,opened,SHELF
50071,8,SHELF_ITEM,"Soup mixes, dry bouillon",12 months,opened,SHELF
50071,9,PASTA,"Pasta, fresh",2 months,,FROZEN
50071,10,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 months,,FROZEN
50071,11,CONDIMENTS,"Salad Dressings, commercial, bottled",10-12 months,unopened,SHELF
50071,12,FROZEN_ITEM,Bagels,1-2 weeks,,THAWED
50071,13,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED
50071,14,SHELF_ITEM,"Popcorn, dry kernels in jar",1 year,opened,SHELF
50071,15,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN
50072,1,CONDIMENTS,"Horseradish, in jar",3-4 months,opened,REFRIGERATED
50072,2,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED
50072,3,VEGETABLES,"Broccoli, raab, rapini",10-12 months,,FROZEN
50072,4,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",1 month,opened,SHELF
50072,5,SHELF_ITEM,Dry egg noodles,2 years,unopened,SHELF
50072,6,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",1-2 days,,REFRIGERATED
50072,7,BAKING,"Cake, Brownie, Bread Mixes",12-18 months,unopened,SHELF
50072,8,SHELF_ITEM,"Fruits, dried",1 month,opened,SHELF
50072,9,FRUIT,Apricots,,Do not freeze,FROZEN
50072,10,SHELF_ITEM,"Jerky, homemade",1-2 months,opened,SHELF
50072,11,FRUIT,Apples,3 weeks,,REFRIGERATED
50072,12,VEGETABLES,Okra,2-3 days,,REFRIGERATED
50072,13,CONDIMENTS,"Salsa, picante & taco sauces",12 months,unopened,SHELF
50072,14,CONDIMENTS,Mustard,12 months,unopened,SHELF
50072,15,SOY,"Soy or rice beverage, soy flour, full-fat",6 months,opened,REFRIGERATED
50072,16,COOKIES,"Cookies, packaged",4 weeks,opened,SHELF
50072,17,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED
50072,18,DIARY,"Cream, half-and-half",3-4 days,,REFRIGERATED
50073,1,SHELF_ITEM,"Coffee, whole beans",1-3 weeks,unopened,SHELF
50073,2,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",9 months,unopened,SHELF
50073,3,VEGETABLES,Rutabagas,8-10 months,,FROZEN
50073,4,SOY,"Soy or rice beverage, soy flour, de-fatted, low-fat",1 year,unopened,SHELF
50073,5,BAKERY,"Pastries, danish",1-2 days,,SHELF
50073,6,BAKING,Biscuit or pancake mix,15 months,unopened,SHELF
50073,7,VEGETABLES,"Broccoli, raab, rapini",10-12 months,,FROZEN
50073,8,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED
50073,9,BAKING,"Flour, white",6-12 months,unopened,SHELF
50073,10,BAKERY,Muffins,2 months,,FROZEN
50073,11,SMOKEDFISH,"Salmon, whitefish, hot smoked",package date,,REFRIGERATED
50073,12,FRESH_MEAT,Ground meat,1-2 days,,REFRIGERATED
50073,13,PESTO,Pesto or Sala,package date,unopened,REFRIGERATED
50073,14,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50073,15,SHELF_ITEM,"Cereal, ready-to-eat",6-12 months,unopened,SHELF
50073,16,SHELF_ITEM,"Syrup, pancake",12 months,unopened,SHELF
50074,1,BAKERY,Cheesecake,1 week,,REFRIGERATED
50074,2,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF
50074,3,FROZEN_ITEM,"Shrimp, shellfish",1-2 days,,THAWED
50074,4,VEGETABLES,Beets,6-8 months,,FROZEN
50074,5,COOKIES,"Cookies, packaged",4 weeks,opened,SHELF
50074,6,PESTO,Pesto or Sala,package date,unopened,REFRIGERATED
50074,7,DIARY,Kefir (fermented milk),1 week after date,unopened,REFRIGERATED
50074,8,DIARY,Cream cheese,2 weeks,,REFRIGERATED
50074,9,BAKERY,"Cakes, chiffon, sponge",1 week,,REFRIGERATED
50074,10,BAKING,"Cake, Brownie, Bread Mixes",12-18 months,unopened,SHELF
50074,11,SMOKEDFISH,"Salmon, whitefish, hot smoked",package date,,REFRIGERATED
50074,12,DIARY,Kefir (fermented milk),1-2 days,opened,REFRIGERATED
50074,13,VEGETABLES,"Carrots, parsnips",10-12 months,,FROZEN
50074,14,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN
50074,15,BAKING,"Flour, whole wheat",1 month,unopened,SHELF
50074,16,BAKERY,"Cakes, angel food",2 months,,FROZEN
50074,17,VEGETABLES,Beets,1 day,,SHELF
50075,1,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN
50075,2,SHELF_ITEM,Potato chips,2 months,unopened,SHELF
50075,3,SHELF_ITEM,"Gravy, dry gravy mixes",2 years,unopened,SHELF
50075,4,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED
50075,5,SHELF_ITEM,Molasses,12 months,unopened,SHELF
50075,6,SHELF_ITEM,"Gravy, jars and cans",,Use entire can,SHELF
50075,7,DIARY,"Aerosol can, nondairy topping",,Do not freeze,FROZEN
50075,8,BAKERY,"Rolls, yeast, partially baked",1 week,,REFRIGERATED
50075,9,SHELF_ITEM,"Gelatin, flavored",18 months,unopened,SHELF
50075,10,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED
50075,11,SHELF_ITEM,"Gravy, dry gravy mixes",1-2 days,opened,REFRIGERATED
50075,12,VEGETABLES,Radishes,,Do not freeze,FROZEN
50075,13,BAKING,Cornstarch,18 months,opened,SHELF
50075,14,SHELF_ITEM,"Garlic, commercial jars",8 months,unopened,SHELF
50076,1,BAKING,"Cake, Brownie, Bread Mixes",12-18 months,unopened,SHELF
50076,2,DOUGH,Cookie dough,Use by date,opened,REFRIGERATED
50076,3,SHELF_ITEM,Worcestershire Sauce,1 year,opened,SHELF
50076,4,PROCESSED_MEAT,"Hot dogs, after opening",1-2 months,,FROZEN
50076,5,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",6-12 months,opened,SHELF
50076,6,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",2-3 weeks,,REFRIGERATED
50076,7,SHELF_ITEM,"Oils, nut oils",6 months,unopened,SHELF
50076,8,VEGETABLES,Cauliflower,3-5 days,,REFRIGERATED
50076,9,BAKING,Cocoa and Cocoa Mixes,Indefinitely,unopened,SHELF
50076,10,SHELF_ITEM,"Spices, paprika, red pepper, & chili powder",2 years,unopened,SHELF
50076,11,FRUIT,Citrus Fruit,10 days,,SHELF
50076,12,PROCESSED_MEAT,"Ham, fully cooked, slices or half",1-2 months,,FROZEN
50076,13,VEGETABLES,"Herbs, fresh",1-2 months,,FROZEN
50076,14,BAKING,"Cornmeal, regular, degerminated",6-12 months,unopened,SHELF
50076,15,SOY,"Soy or rice beverage, Textured soy protein (TSP)",3-4 months,opened,SHELF
50076,16,BAKING,Biscuit or pancake mix,15 months,unopened,SHELF
50076,17,SHELF_ITEM,"Cereal, ready-to-eat",3 months,opened,SHELF
50077,1,VEGETABLES,"Beans, green or wax",8 months,,FROZEN
50077,2,SHELF_ITEM,"Fruits, dried",6 months,unopened,SHELF
50077,3,DIARY,"Cheese, processed slices",,Do not freeze,FROZEN
50077,4,BAKERY,"Cookies, bakery or homemade",2-3 weeks,,SHELF
50077,5,FISH,"Cooked fish, all",3-4 days,,REFRIGERATED
50077,6,SMOKEDFISH,Herring,2 months,,FROZEN
50077,7,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED
50077,8,DELI_ITEM,"Salads, vegetable",,Do not freeze,FROZEN
50077,9,FRESH_POULTRY,"Duckling or goose, whole",6 months,,FROZEN
50077,10,BAKING,"Frosting, Frosting mixes",3 months,opened,SHELF
50077,11,FRUIT,Coconuts,6 months,Shredded,FROZEN
50077,12,FRESH_POULTRY,Giblets,3-4 months,,FROZEN
50077,13,SHELF_ITEM,"Baby food, formula",Use-by date,unopened,SHELF
50077,14,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",2-3 days,opened,REFRIGERATED
50077,15,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN
50077,16,DIARY,"Eggnog, commercial",3-5 days,,REFRIGERATED
50077,17,DIARY,Margarine,12 months,,FROZEN
50077,18,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, cans",9 mos. after date,unopened,SHELF
50050,1,SHELF_ITEM,"Sugar, confectioners",18 months,,SHELF
50050,2,FROZEN_ITEM,Soy crumbles and hotdogs,3-4 days,,THAWED
50050,3,SHELLFISH,"Shucked clams, mussels and oysters",3-4 months,,FROZEN
50050,4,CONDIMENTS,"Horseradish, in jar",12 months,unopened,SHELF
50050,5,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED
50050,6,SHELF_ITEM,"Sauce mixes, nondairy (spaghetti, taco, etc.)",Use entire amount,opened,SHELF
50050,7,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED
50050,8,SHELF_ITEM,Dry egg noodles,1-2 months,opened,SHELF
50050,9,SHELF_ITEM,"Sugar, brown",4 months,,SHELF
50050,10,CONDIMENTS,Pickles,12 months,unopened,SHELF
50050,11,BAKERY,"Rolls, filled, meat or vegetables",2 months,,FROZEN
50050,12,PROCESSED_POULTRY,"Lunch meats, after opening",3-5 days,,REFRIGERATED
50050,13,BAKERY,"Cakes, made from mix",3-4 days,,SHELF
50051,1,FRUIT,Avocados,Until ripe,,SHELF
50051,2,SHELF_ITEM,"Garlic, commercial jars",8 months,unopened,SHELF
50051,3,VEGETABLES,Turnips,8-10 months,,FROZEN
50051,4,DIARY,"Parmesan, shredded",3-4 months,,FROZEN
50051,5,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED
50051,6,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",6-12 months,opened,REFRIGERATED
50051,7,BAKING,"Cornmeal, stone ground or blue",1 month,unopened,SHELF
50051,8,FRUIT,Kiwi Fruit,Until ripe,,SHELF
50051,9,SHELF_ITEM,"Gelatin, unflavored",3 years,unopened,SHELF
50051,10,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED
50051,11,VEGETABLES,Cabbage,10-12 months,,FROZEN
50051,12,BAKERY,"Pies, pumpkin",2 hours,,SHELF
50051,13,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",6 months,,FROZEN
50051,14,SHELF_ITEM,Molasses,6 months,opened,SHELF
50051,15,SOY,Miso,,Do not freeze,FROZEN
50051,16,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED
50051,17,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",1-2 days,,REFRIGERATED
50051,18,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED
50052,1,SHELF_ITEM,"Baby food, cereal, dry mixes",2 months,opened,SHELF
50052,2,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",1-2 days,,REFRIGERATED
50052,3,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",3-6 months,opened,SHELF
50052,4,SHELF_ITEM,"Peanut butter, commercial",6-9 months,unopened,SHELF
50052,5,DIARY,Buttermilk,3 months,,FROZEN
50052,6,FRESH_POULTRY,Giblets,3-4 months,,FROZEN
50052,7,BAKERY,"Cakes, fruit cake",1 month,,SHELF
50052,8,BAKERY,Quiche,3-4 days,,REFRIGERATED
50052,9,VEGETABLES,"Broccoli, raab, rapini",3-5 days,,REFRIGERATED
50052,10,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED
50052,11,PROCESSED_POULTRY,"Chicken nuggets, patties",1-3 months,,FROZEN
50052,12,SHELF_ITEM,"Spices, paprika, red pepper, & chili powder",2 years,opened,REFRIGERATED
50053,1,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",2 weeks,opened,REFRIGERATED
50053,2,VEGETABLES,Beets,1 day,,SHELF
50053,3,FROZEN_ITEM,"Pancakes, Waffles",3-4 days,,THAWED
50053,4,SHELLFISH,Lobster tails,1-2 days,,REFRIGERATED
50053,5,PROCESSED_MEAT,Bacon,1 month,,FROZEN
50053,6,BAKERY,"Cookies, bakery or homemade",2 months,,REFRIGERATED
50053,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED
50053,8,SHELF_ITEM,Commercially popped in bags,2-3 months,unopened,SHELF
50053,9,FRUIT,Melons,1 month,Balls,FROZEN
50053,10,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED
50053,11,BAKERY,"Cakes, chiffon, sponge",1-2 day,,SHELF
50053,12,VEGETABLES,Corn on the cob,8 months,,FROZEN
50053,13,PROCESSED_POULTRY,"Chicken nuggets, patties",1-2 days,,REFRIGERATED
50053,14,DIARY,"Cream, half-and-half",3-4 days,,REFRIGERATED
50053,15,PROCESSED_MEAT,"Hot dogs, sealed in package",1-2 months,,FROZEN
50053,16,DIARY,Cream cheese,,Do not freeze,FROZEN
50053,17,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN
50054,1,FROZEN_ITEM,Egg substitutes,Date on Carton,,THAWED
50054,2,SHELF_ITEM,"Pasta, dry, without eggs",2 years,unopened,SHELF
50054,3,CONDIMENTS,Mustard,12 months,unopened,SHELF
50054,4,FRUIT,Grapes,1 day,,SHELF
50054,5,SHELF_ITEM,"Toaster pastries, non-fruit fillings",6 months,unopened,SHELF
50054,6,DELI_ITEM,"Main dishes or meals, hot or refrigerated",3-4 days,,REFRIGERATED
50054,7,SHELF_ITEM,"Sugar, brown",4 months,,SHELF
50054,8,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",1-2 days,,REFRIGERATED
50054,9,DIARY,"Cheese, soft (such as Brie, Bel Paese)",6 months,,FROZEN
50054,10,FROZEN_ITEM,"Fish, breaded",3-6 months,,FROZEN
50054,11,FISH,"Caviar, fresh, in jar",,Do not freeze,FROZEN
50054,12,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED
50054,13,FROZEN_ITEM,"Sausages, precooked",1-2 months,,FROZEN
50055,1,FRUIT,Apricots,Until ripe,,SHELF
50055,2,SHELLFISH,"Crab meat, pasteurized",3-5 days,opened,REFRIGERATED
50055,3,SOY,"Soy or rice beverage, shelf stable",3 months or use-by date,unopened,SHELF
50055,4,SHELF_ITEM,"Syrup, genuine or real maple",12 months,unopened,SHELF
50055,5,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED
50055,6,PROCESSED_MEAT,"Hot dogs, sealed in package",2 weeks,,REFRIGERATED
50055,7,BAKERY,"Cakes, fruit cake",6 months,,REFRIGERATED
50055,8,SHELF_ITEM,"Toaster pastries, fruit filled",6 months,unopened,SHELF
50055,9,VEGETABLES,Rutabagas,8-10 months,,FROZEN
50055,10,BAKERY,"Cakes, chiffon, sponge",1-2 day,,SHELF
50055,11,PROCESSED_MEAT,"Sausage, smoked links, patties",1-2 months,,FROZEN
50055,12,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED
50055,13,FRUIT,"Papaya, mango",3-5 days,,SHELF
50055,14,SHELF_ITEM,Tapioca,12 months,opened,SHELF
50055,15,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED
50055,16,DIARY,"Eggs, raw whites, yolks*",12 months,,FROZEN
50055,17,VEGETABLES,"Lettuce, iceberg",1-2 weeks,,REFRIGERATED
50055,18,SHELF_ITEM,"Jams, jellies, preserves",12 months,unopened,SHELF
50056,1,SHELF_ITEM,Commercially microwave packets,12 months,unopened,SHELF
50056,2,VEGETABLES,"Herbs, fresh",1-2 months,,FROZEN
50056,3,VEGETABLES,Garlic,1-2 weeks,,REFRIGERATED
50056,4,FRUIT,Bananas,1 month,Whole peeled,FROZEN
50056,5,DOUGH,Cookie dough,Use by date,unopened,REFRIGERATED
50056,6,SHELF_ITEM,"Marshmallows, marshmallow creme",1 month,opened,SHELF
50056,7,BAKERY,"Doughnuts, glazed or cake, dairy cream filled",3-4 days,,REFRIGERATED
50056,8,SHELF_ITEM,"Bacon Bits, Imitation",4 months,unopened,SHELF
50056,9,VEGETABLES,Leeks,10-12 months,,FROZEN
50056,10,SHELF_ITEM,"Tea, loose",6-12 months,opened,SHELF
50056,11,DOUGH,Cookie dough,Use by date,opened,REFRIGERATED
50056,12,DIARY,Butter,6-9 months,,FROZEN
50056,13,SHELF_ITEM,"Tea, loose",2 years,unopened,SHELF
50056,14,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED
50056,15,VEGETABLES,"Peppers, bell or chile",6-8 months,,FROZEN
50056,16,SHELF_ITEM,"Sauce mixes, nondairy (spaghetti, taco, etc.)",2 years,unopened,SHELF
50056,17,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED
50057,1,VEGETABLES,Okra,10-12 months,,FROZEN
50057,2,CONDIMENTS,Mustard,1 month,opened,SHELF
50057,3,BAKERY,"Rolls, filled, meat or vegetables",2 hours,,SHELF
50057,4,CONDIMENTS,"Olives, black and green",2 weeks,opened,REFRIGERATED
50057,5,PASTA,"Pasta, fresh",package date,,REFRIGERATED
50057,6,BAKERY,"Pastries, danish",1 week,,REFRIGERATED
50057,7,VEGETABLES,Greens,1-2 days,,REFRIGERATED
50057,8,BAKING,Baking soda,6 months,opened,SHELF
50057,9,SHELF_ITEM,Worcestershire Sauce,1 year,opened,SHELF
50057,10,SHELF_ITEM,"Toaster pastries, fruit filled",6 months,unopened,SHELF
50057,11,SHELF_ITEM,"Rice, flavored or herb mixes",6 months,unopened,SHELF
50057,12,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN
50057,13,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED
50057,14,BAKERY,"Pies, pumpkin",2 hours,,SHELF
50057,15,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",1-2 days,,REFRIGERATED
50057,16,BAKING,Cocoa and Cocoa Mixes,1 year,opened,SHELF
50058,1,FRUIT,"Papaya, mango",1 week,,REFRIGERATED
50058,2,DIARY,"Shredded cheddar, mozzarella, etc.",3-4 months,,FROZEN
50058,3,SHELF_ITEM,"Oils, nut oils",6 months,unopened,SHELF
50058,4,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",3-4 months,,FROZEN
50058,5,DIARY,Butter,1-3 months,,REFRIGERATED
50058,6,FRESH_POULTRY,"Chicken or turkey, parts",9 months,,FROZEN
50058,7,DIARY,Pudding,Package date,unopened,REFRIGERATED
50058,8,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED
50058,9,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED
50058,10,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED
50058,11,SHELF_ITEM,"Herbs, dried",1 year,"Cool, dark place",SHELF
50058,12,VEGETABLES,Bok choy,10-12 months,,FROZEN
50058,13,SHELF_ITEM,"Milk, canned evaporated",4-5 days,opened,REFRIGERATED
50058,14,DIARY,Cream cheese,,Do not freeze,FROZEN
50058,15,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",Use-by date,,REFRIGERATED
50059,1,SHELF_ITEM,Potato chips,1-2 weeks,opened,SHELF
50059,2,BAKERY,"Cakes, made from mix",4 months,,FROZEN
50059,3,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED
50059,4,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,opened,REFRIGERATED
50059,5,FRUIT,Apples,8 months,Cooked,FROZEN
50059,6,DIARY,Buttermilk,3 months,,FROZEN
50059,7,VEGETABLES,Ginger Root,1 month,,FROZEN
50059,8,FRUIT,Apples,3 weeks,,REFRIGERATED
50059,9,VEGETABLES,"Squash, summer",10-12 months,,FROZEN
50059,10,BAKERY,"Cookies, bakery or homemade",2-3 weeks,,SHELF
50059,11,SHELF_ITEM,"Soup mixes, dry bouillon",12 months,opened,SHELF
50059,12,FROZEN_ITEM,Guacamole,3-4 days,,THAWED
50059,13,DIARY,"Cheese, soft (such as Brie, Bel Paese)",1 week,,REFRIGERATED
50059,14,FRESH_POULTRY,"Duckling or goose, whole",1-2 days,,REFRIGERATED
50059,15,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED
50060,1,FROZEN_ITEM,"Shrimp, shellfish",1-2 days,,THAWED
50060,2,DIARY,"Aerosol can, real whipped cream",3-4 weeks,,REFRIGERATED
50060,3,DIARY,"Cream, half-and-half",4 months,,FROZEN
50060,4,FRUIT,Apples,1-2 days,,SHELF
50060,5,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",6-12 months,opened,SHELF
50060,6,SHELF_ITEM,"Peas, dried split",12 months,unopened,SHELF
50060,7,SHELF_ITEM,Commercially microwave packets,1-2 days,popped,SHELF
50060,8,SHELF_ITEM,"Oils, olive or vegetable",4 months,opened,REFRIGERATED
50060,9,SHELF_ITEM,"Marshmallows, marshmallow creme",2-4 months,unopened,SHELF
50060,10,FRUIT,Coconuts,2-3 weeks,fresh,REFRIGERATED
50060,11,PROCESSED_POULTRY,Fried chicken,4 months,,FROZEN
50060,12,DIARY,"Parmesan, shredded",1 month,opened,REFRIGERATED
50061,1,DIARY,"Eggs, in shell",,Do not freeze,FROZEN
50061,2,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN
50061,3,CONDIMENTS,"Salsa, picante & taco sauces",12 months,unopened,SHELF
50061,4,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50061,5,SHELF_ITEM,Molasses,6 months,opened,SHELF
50061,6,CONDIMENTS,Mustard,12 months,unopened,SHELF
50061,7,SHELF_ITEM,"Peanut butter, commercial",2-3 months,opened,SHELF
50061,8,FROZEN_ITEM,Juice concentrates,7-10 days,,THAWED
50061,9,FRUIT,Kiwi Fruit,Until ripe,,SHELF
50061,10,BAKERY,"Cakes, pound cake",3-4 days,,SHELF
50061,11,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",1-2 days,,REFRIGERATED
50061,12,SHELF_ITEM,"Rice, flavored or herb mixes",,Use all,SHELF
50061,13,BAKERY,"Cakes, fruit cake",6 months,,REFRIGERATED
50061,14,PROCESSED_MEAT,"Lunch meats, after opening",3-5 days,,REFRIGERATED
