OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage,Quantity
20067,25,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",1 week,,REFRIGERATED,22
20067,26,BAKERY,Quiche,3-4 days,,REFRIGERATED,28
20067,27,FRUIT,Grapes,1 month,Whole,FROZEN,22
20067,28,DIARY,Buttermilk,1-2 weeks,,REFRIGERATED,24
20067,29,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED,25
20067,30,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,26
20067,31,DIARY,Butter,6-9 months,,FROZEN,24
20067,32,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN,23
20068,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,27
20068,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,29
20068,3,DIARY,Margarine,12 months,,FROZEN,28
20068,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,26
20068,5,SOY,Tofu,1 week,,REFRIGERATED,24
20068,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,20
20068,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,25
20068,8,FRUIT,Apples,1-2 days,,SHELF,25
20068,9,FRUIT,Bananas,Until ripe,,SHELF,23
20068,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,26
20068,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,21
20068,12,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,28
20068,13,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN,24
20068,14,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN,29
20068,15,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,25
20068,16,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED,25
20068,17,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN,27
20068,18,DELI_ITEM,Pudding,2 days,opened,REFRIGERATED,29
20068,19,BAKERY,"Cakes, angel food",2 months,,FROZEN,25
20068,20,VEGETABLES,Corn on the cob,1-2 days,,REFRIGERATED,29
20068,21,PROCESSED_MEAT,"Hot dogs, after opening",1 week,,REFRIGERATED,28
20068,22,SOY,"Soy or rice beverage, soy flour, full-fat",6 months,opened,REFRIGERATED,25
20068,23,DELI_ITEM,"Chicken, rotisserie or fried",4 months,,FROZEN,29
20068,24,BAKERY,"Cakes, made from mix",1 week,,REFRIGERATED,24
20068,25,VEGETABLES,Rutabagas,2 weeks,,REFRIGERATED,21
20068,26,VEGETABLES,Ginger Root,1 month,,FROZEN,20
20068,27,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED,29
20068,28,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",6-8 months,,FROZEN,23
20068,29,BAKING,"Frosting, canned",1 week,opened,REFRIGERATED,29
20068,30,SHELF_ITEM,"Coffee, instant, jars and tins",2 weeks,opened,REFRIGERATED,25
20068,31,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",Use-by date,,REFRIGERATED,28
20068,32,VEGETABLES,Turnips,2 weeks,,REFRIGERATED,29
20068,33,VEGETABLES,Spinach,1-2 days,,REFRIGERATED,22
20068,34,BAKERY,"Cakes, pound cake",6 months,,FROZEN,29
20069,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,20
20069,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,20
20069,3,DIARY,Margarine,12 months,,FROZEN,25
20069,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,26
20069,5,SOY,Tofu,1 week,,REFRIGERATED,29
20069,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,24
20069,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,24
20069,8,FRUIT,Apples,1-2 days,,SHELF,23
20069,9,FRUIT,Bananas,Until ripe,,SHELF,23
20069,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,24
20069,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,21
20069,12,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN,29
20069,13,PROCESSED_MEAT,"Ham, fully cooked, slices or half",3-4 days,,REFRIGERATED,23
20069,14,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED,28
20069,15,FRESH_MEAT,Ground meat,1-2 days,,REFRIGERATED,24
20069,16,SHELLFISH,"Crab meat, pasteurized",3-5 days,opened,REFRIGERATED,26
20069,17,VEGETABLES,"Onions, Spring or green",1-2 weeks,,REFRIGERATED,22
20069,18,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED,25
20069,19,BAKERY,"Doughnuts, glazed or cake",1 week,G,REFRIGERATED,20
20069,20,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED,25
20069,21,VEGETABLES,"Herbs, fresh",7-10 days,,REFRIGERATED,21
20069,22,SHELLFISH,"Crab meat, fresh",1-2 days,,REFRIGERATED,22
20069,23,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",1 week,,REFRIGERATED,24
20069,24,PROCESSED_MEAT,"Hot dogs, after opening",1 week,,REFRIGERATED,22
20069,25,FROZEN_ITEM,"Fish, raw",1-2 days,,THAWED,29
20069,26,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED,23
20069,27,SHELLFISH,"Cooked shellfish, all",3 months,,FROZEN,27
20069,28,DIARY,Kefir (fermented milk),1-2 days,opened,REFRIGERATED,29
20069,29,BAKERY,Quiche,3-4 days,,REFRIGERATED,25
20069,30,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN,28
20069,31,DIARY,"Aerosol can, real whipped cream",3-4 weeks,,REFRIGERATED,20
20069,32,DIARY,"Aerosol can, nondairy topping",,Do not freeze,FROZEN,24
20069,33,DIARY,"Cream, whipping, ultrapasteurized",,Do not freeze,FROZEN,23
20069,34,FROZEN_ITEM,"Fish, raw",1-2 days,,THAWED,25
20069,35,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN,22
20070,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,21
20070,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,23
20070,3,DIARY,Margarine,12 months,,FROZEN,25
20070,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,23
20070,5,SOY,Tofu,1 week,,REFRIGERATED,22
20070,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,26
20070,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,22
20070,8,FRUIT,Apples,1-2 days,,SHELF,23
20070,9,FRUIT,Bananas,Until ripe,,SHELF,25
20070,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,28
20070,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,21
20070,12,BAKERY,"Pies, cream",3-4 days,,REFRIGERATED,26
20070,13,BAKERY,"Bread, flat (tortillas, pita)",4-7 days,,REFRIGERATED,27
20070,14,FROZEN_ITEM,"Fish, breaded",3-6 months,,FROZEN,20
20070,15,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED,26
20070,16,DELI_ITEM,Pudding,,Do not freeze,FROZEN,21
20070,17,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,,Do not freeze,FROZEN,25
20070,18,VEGETABLES,Bok choy,2-3days,,REFRIGERATED,28
20070,19,DIARY,Margarine,6 months,,REFRIGERATED,20
20070,20,SOY,Miso,,Do not freeze,FROZEN,21
20070,21,FRESH_POULTRY,"Chicken or turkey, whole",12 months,,FROZEN,29
20070,22,VEGETABLES,Brussels sprouts,10-12 months,,FROZEN,25
20070,23,DIARY,"Eggs, in shell",,Do not freeze,FROZEN,24
20070,24,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED,25
20070,25,VEGETABLES,"Onions, dry",10-12 months,,FROZEN,22
20070,26,VEGETABLES,Tomatoes,2 months,,FROZEN,20
20070,27,FROZEN_ITEM,"Sausages, uncooked",1-2 months,,FROZEN,22
20070,28,VEGETABLES,Brussels sprouts,10-12 months,,FROZEN,23
20070,29,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN,21
20070,30,SHELF_ITEM,"Coffee, whole beans",3-4 months,,FROZEN,28
20070,31,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN,20
20070,32,PROCESSED_POULTRY,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED,26
20071,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,224
20071,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,184
20071,3,DIARY,Margarine,12 months,,FROZEN,224
20071,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,224
20071,5,SOY,Tofu,1 week,,REFRIGERATED,192
20071,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,160
20071,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,168
20071,8,FRUIT,Apples,1-2 days,,SHELF,224
20071,9,FRUIT,Bananas,Until ripe,,SHELF,192
20071,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,160
20071,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,192
20071,12,FRUIT,Apricots,,Do not freeze,FROZEN,208
20071,13,FROZEN_ITEM,Juice concentrates,7-10 days,,THAWED,208
20071,14,FROZEN_ITEM,Juice concentrates,7-10 days,,THAWED,224
20071,15,DELI_ITEM,Pudding,Package date,unopened,REFRIGERATED,224
20071,16,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED,176
20071,17,PROCESSED_POULTRY,Rotisserie chicken,4 months,,FROZEN,200
20071,18,FISH,"Caviar, fresh, in jar",2 days,opened,REFRIGERATED,224
20071,19,SHELF_ITEM,"Gravy, dry gravy mixes",1-2 days,opened,REFRIGERATED,224
20071,20,VEGETABLES,"Lettuce, iceberg",1-2 weeks,,REFRIGERATED,192
20071,21,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2-3 days,opened,REFRIGERATED,176
20071,22,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN,216
20071,23,FROZEN_ITEM,"Shrimp, shellfish",1-2 days,,THAWED,184
20071,24,VEGETABLES,Brussels sprouts,3-5 days,,REFRIGERATED,208
20071,25,FRUIT,Avocados,3-4 days,,REFRIGERATED,192
20071,26,DIARY,"Cheese, soft (such as Brie, Bel Paese)",1 week,,REFRIGERATED,184
20071,27,BAKERY,Cheesecake,1 week,,REFRIGERATED,200
20071,28,PASTA,"Pasta, fresh",package date,,REFRIGERATED,168
20071,29,SOY,"Soy or rice beverage, soy flour, full-fat",6 months,opened,REFRIGERATED,176
20071,30,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN,176
20071,31,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED,208
20071,32,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN,224
20071,33,VEGETABLES,"Squash, winter",10-12 months,,FROZEN,160
20071,34,VEGETABLES,Beets,7-10 days,,REFRIGERATED,184
20072,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,200
20072,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,232
20072,3,DIARY,Margarine,12 months,,FROZEN,232
20072,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,160
20072,5,SOY,Tofu,1 week,,REFRIGERATED,168
20072,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,208
20072,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,232
20072,8,FRUIT,Apples,1-2 days,,SHELF,216
20072,9,FRUIT,Bananas,Until ripe,,SHELF,232
20072,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,176
20072,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,224
20072,12,SHELLFISH,"Shucked clams, mussels and oysters",3-4 months,,FROZEN,232
20072,13,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED,224
20072,14,VEGETABLES,"Lettuce, iceberg",1-2 weeks,,REFRIGERATED,176
20072,15,FRUIT,Avocados,,Do not freeze,FROZEN,224
20072,16,FRUIT,Avocados,,Do not freeze,FROZEN,160
20072,17,FRUIT,Grapes,1 month,Whole,FROZEN,184
20072,18,DIARY,Yogurt,7-14 days,,REFRIGERATED,160
20072,19,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,opened,REFRIGERATED,184
20072,20,SMOKEDFISH,"Salmon, whitefish, cold-smoked",5-8 days,,REFRIGERATED,168
20072,21,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",1-2 months,,FROZEN,232
20072,22,FROZEN_ITEM,Juice concentrates,6-12 months,,FROZEN,224
20072,23,FRESH_MEAT,Cooked meats (after home cooking),3-4 days,,REFRIGERATED,168
20072,24,SHELF_ITEM,"Bacon Bits, Imitation",refer to jar,opened,REFRIGERATED,160
20072,25,DIARY,Pudding,Package date,unopened,REFRIGERATED,168
20072,26,SOY,Tofu,5 months,,FROZEN,184
20072,27,DIARY,Yogurt,1-2 months,,FROZEN,208
20072,28,DIARY,Kefir (fermented milk),1-2 days,opened,REFRIGERATED,208
20072,29,FROZEN_ITEM,"Bread Dough, commercial",Use-by date,,FROZEN,208
20072,30,VEGETABLES,"Peppers, bell or chile",6-8 months,,FROZEN,224
20072,31,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",3-4 weeks,,REFRIGERATED,232
20072,32,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED,192
20072,33,VEGETABLES,"Lettuce, leaf",,Do not freeze,FROZEN,192
20072,34,FRUIT,Apples,8 months,Cooked,FROZEN,184
20072,35,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,160
20072,36,VEGETABLES,Radishes,10-14 days,,REFRIGERATED,232
20072,37,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED,208
20073,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,232
20073,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,160
20073,3,DIARY,Margarine,12 months,,FROZEN,208
20073,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,176
20073,5,SOY,Tofu,1 week,,REFRIGERATED,184
20073,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,176
20073,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,176
20073,8,FRUIT,Apples,1-2 days,,SHELF,160
20073,9,FRUIT,Bananas,Until ripe,,SHELF,208
20073,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,176
20073,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,184
20073,12,VEGETABLES,"Parsley, cilantro",1 week,,REFRIGERATED,224
20073,13,BAKERY,Cheesecake,2-3 months,,FROZEN,160
20073,14,VEGETABLES,"Onions, dry",2 months,,REFRIGERATED,208
20073,15,VEGETABLES,"Lettuce, iceberg",1-2 weeks,,REFRIGERATED,184
20073,16,PROCESSED_POULTRY,"Lunch meats, after opening",3-5 days,,REFRIGERATED,200
20073,17,BAKERY,"Pies, cream",3-4 days,,REFRIGERATED,216
20073,18,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",2-3 days,opened,REFRIGERATED,184
20073,19,BAKERY,"Cakes, made from mix",4 months,,FROZEN,224
20073,20,BAKERY,"Bread, commercial*",3 months,,FROZEN,216
20073,21,SHELLFISH,"Crab meat, pasteurized",3-5 days,opened,REFRIGERATED,184
20073,22,BAKERY,"Cakes, chiffon, sponge",2 months,,FROZEN,216
20073,23,FRUIT,Grapes,1 month,Whole,FROZEN,224
20073,24,DIARY,Buttermilk,1-2 weeks,,REFRIGERATED,168
20073,25,SMOKEDFISH,Herring,2 months,,FROZEN,200
20073,26,VEGETABLES,Brussels sprouts,3-5 days,,REFRIGERATED,232
20073,27,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED,184
20073,28,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED,200
20073,29,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED,192
20073,30,SHELF_ITEM,"Rice, white or wild",6 months,opened,REFRIGERATED,208
20073,31,VEGETABLES,Ginger Root,1-2 weeks,,REFRIGERATED,192
20074,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,200
20074,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,232
20074,3,DIARY,Margarine,12 months,,FROZEN,176
20074,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,200
20074,5,SOY,Tofu,1 week,,REFRIGERATED,168
20074,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,168
20074,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,224
20074,8,FRUIT,Apples,1-2 days,,SHELF,192
20074,9,FRUIT,Bananas,Until ripe,,SHELF,192
20074,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,224
20074,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,192
20074,12,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",2-3 days,opened,REFRIGERATED,224
20074,13,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED,208
20074,14,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN,216
20074,15,VEGETABLES,Turnips,8-10 months,,FROZEN,176
20074,16,DIARY,Kefir (fermented milk),1 week after date,unopened,REFRIGERATED,208
20074,17,PROCESSED_POULTRY,"Chicken nuggets, patties",1-2 days,,REFRIGERATED,208
20074,18,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",3-4 months,,FROZEN,160
20074,19,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED,208
20074,20,DOUGH,Ready-to-bake pie crust,2 months,,FROZEN,168
20074,21,FRUIT,Melons,3-4 days,,REFRIGERATED,184
20074,22,VEGETABLES,"Carrots, parsnips",10-12 months,,FROZEN,232
20074,23,BAKERY,"Pies, pumpkin",1-2 months,,FROZEN,200
20074,24,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN,168
20074,25,PROCESSED_POULTRY,Ground turkey or chicken,1-2 days,,REFRIGERATED,160
20074,26,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",1-2 days,,REFRIGERATED,168
20074,27,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED,208
20074,28,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",6 months,,FROZEN,192
20074,29,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",1-2 days,,REFRIGERATED,168
20074,30,FROZEN_ITEM,Ice cream,2-4 months,,FROZEN,200
20075,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,160
20075,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,160
20075,3,DIARY,Margarine,12 months,,FROZEN,216
20075,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,208
20075,5,SOY,Tofu,1 week,,REFRIGERATED,160
20075,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,216
20075,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,160
20075,8,FRUIT,Apples,1-2 days,,SHELF,200
20075,9,FRUIT,Bananas,Until ripe,,SHELF,184
20075,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,224
20075,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,160
20075,12,VEGETABLES,Rutabagas,8-10 months,,FROZEN,168
20075,13,PASTA,"Pasta, fresh",package date,,REFRIGERATED,160
20075,14,SHELF_ITEM,"Gravy, dry gravy mixes",1-2 days,opened,REFRIGERATED,200
20075,15,VEGETABLES,"Carrots, parsnips",3 weeks,,REFRIGERATED,176
20075,16,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,unopened,REFRIGERATED,176
20075,17,BAKERY,Muffins,2 months,,FROZEN,216
20075,18,SHELLFISH,Live lobsters,2-3 months,,FROZEN,184
20075,19,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN,232
20075,20,PROCESSED_MEAT,"Ham, cook before eating",1-2 months,,FROZEN,200
20075,21,DIARY,Kefir (fermented milk),1-2 days,opened,REFRIGERATED,176
20075,22,PROCESSED_MEAT,"Sausage, smoked links, patties",1-2 months,,FROZEN,200
20075,23,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED,168
20075,24,VEGETABLES,"Onions, Spring or green",10-12 months,,FROZEN,224
20075,25,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2-3 days,opened,REFRIGERATED,208
20075,26,SHELF_ITEM,"Rice, flavored or herb mixes",6 months,opened,REFRIGERATED,200
20075,27,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",6-12 months,opened,REFRIGERATED,176
20075,28,VEGETABLES,Garlic,1 month,,FROZEN,168
20075,29,BAKERY,"Doughnuts, glazed or cake",1 month,,FROZEN,200
20075,30,DOUGH,Cookie dough,2 months,,FROZEN,232
20075,31,BAKERY,"Croissants, butter",2 months,,FROZEN,168
20075,32,VEGETABLES,Leeks,1-2 weeks,,REFRIGERATED,168
20075,33,SHELLFISH,"Crab legs, king, dungeness, snow",9-12 months,,FROZEN,160
20075,34,BAKERY,Quiche,2 months,,FROZEN,184
20075,35,PROCESSED_MEAT,"Ham, cook before eating",1-2 months,,FROZEN,176
20076,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,200
20076,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,176
20076,3,DIARY,Margarine,12 months,,FROZEN,192
20076,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,176
20076,5,SOY,Tofu,1 week,,REFRIGERATED,192
20076,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,168
20076,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,192
20076,8,FRUIT,Apples,1-2 days,,SHELF,200
20076,9,FRUIT,Bananas,Until ripe,,SHELF,184
20076,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,184
20076,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,176
20076,12,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN,232
20076,13,PROCESSED_POULTRY,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED,160
20076,14,FRUIT,Kiwi Fruit,3-4 days,,REFRIGERATED,208
20076,15,DIARY,"Milk, plain or flavored",3 months,,FROZEN,200
20076,16,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED,168
20076,17,VEGETABLES,"Lettuce, leaf",,Do not freeze,FROZEN,168
20076,18,FROZEN_ITEM,Vegetables,8 months,,FROZEN,200
20076,19,FROZEN_ITEM,"Topping, whipped",2 weeks,,THAWED,184
20076,20,FRESH_MEAT,Ground meat,1-2 days,,REFRIGERATED,232
20076,21,SMOKEDFISH,"Salmon, whitefish, hot smoked",14 days,,REFRIGERATED,208
20076,22,SHELF_ITEM,"Oils, olive or vegetable",4 months,opened,REFRIGERATED,224
20076,23,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",3-4 days,,REFRIGERATED,176
20076,24,VEGETABLES,"Onions, dry",2 months,,REFRIGERATED,176
20076,25,BAKERY,"Pastries, danish",2 months,,FROZEN,224
20076,26,DOUGH,Ready-to-bake pie crust,2 months,,FROZEN,160
20076,27,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,224
20076,28,CRACKERS,Crackers,3-4 months,opened,FROZEN,184
20076,29,VEGETABLES,Okra,10-12 months,,FROZEN,176
20076,30,FROZEN_ITEM,"Topping, whipped",2 weeks,,THAWED,232
20076,31,DIARY,"Cottage cheese, ricotta",,Do not freeze,FROZEN,208
20076,32,VEGETABLES,Okra,10-12 months,,FROZEN,216
20076,33,DOUGH,Ready-to-bake pie crust,Use-by date,,REFRIGERATED,200
20076,34,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED,168
20076,35,VEGETABLES,Brussels sprouts,10-12 months,,FROZEN,168
20077,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,192
20077,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,160
20077,3,DIARY,Margarine,12 months,,FROZEN,184
20077,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,232
20077,5,SOY,Tofu,1 week,,REFRIGERATED,192
20077,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,200
20077,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,160
20077,8,FRUIT,Apples,1-2 days,,SHELF,184
20077,9,FRUIT,Bananas,Until ripe,,SHELF,192
20077,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,232
20077,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,168
20077,12,DIARY,Yogurt,1-2 months,,FROZEN,192
20077,13,FRUIT,Apples,8 months,Cooked,FROZEN,168
20077,14,DIARY,Yogurt,7-14 days,,REFRIGERATED,208
20077,15,VEGETABLES,Mushrooms,10-12 months,,FROZEN,208
20077,16,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",1 month,,FROZEN,176
20077,17,DIARY,"Egg substitutes, liquid",10 days,unopened,REFRIGERATED,208
20077,18,DELI_ITEM,"Luncheon meats, store-sliced",3-5 days,,REFRIGERATED,232
20077,19,FRUIT,Melons,1 month,Balls,FROZEN,224
20077,20,FRESH_POULTRY,"Duckling or goose, whole",1-2 days,,REFRIGERATED,208
20077,21,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED,192
20077,22,VEGETABLES,Cucumbers,,Do not freeze,FROZEN,232
20077,23,SHELF_ITEM,"Milk, canned evaporated",4-5 days,opened,REFRIGERATED,160
20077,24,VEGETABLES,Leeks,10-12 months,,FROZEN,232
20077,25,FROZEN_ITEM,Vegetables,8 months,,FROZEN,160
20077,26,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN,168
20077,27,PROCESSED_MEAT,"Ham, fully cooked, slices or half",1-2 months,,FROZEN,176
20077,28,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED,232
20077,29,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED,192
20077,30,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,168
20078,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,180
20078,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,180
20078,3,DIARY,Margarine,12 months,,FROZEN,243
20078,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,225
20078,5,SOY,Tofu,1 week,,REFRIGERATED,189
20078,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,207
20078,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,225
20078,8,FRUIT,Apples,1-2 days,,SHELF,189
